Tournament,Stage,Match Type,Map,Agent,Pick Rate
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Split,clove,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Split,sage,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Split,reyna,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Split,phoenix,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Split,killjoy,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Split,iso,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Split,harbor,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Split,gekko,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Split,deadlock,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Split,miks,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Abyss,viper,25%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Abyss,astra,75%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Abyss,waylay,50%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Abyss,yoru,25%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Abyss,omen,50%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Abyss,sova,75%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Abyss,fade,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Abyss,tejo,75%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Abyss,jett,50%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Abyss,skye,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Abyss,breach,25%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Abyss,brimstone,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Abyss,chamber,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Abyss,kayo,25%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Abyss,neon,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Abyss,cypher,25%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Abyss,raze,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Abyss,vyse,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Abyss,veto,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Abyss,clove,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Abyss,sage,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Abyss,reyna,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Abyss,phoenix,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Abyss,killjoy,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Abyss,iso,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Abyss,harbor,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Abyss,gekko,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Abyss,deadlock,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Abyss,miks,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Bind,viper,100%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Bind,astra,50%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Bind,waylay,100%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Bind,yoru,50%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Bind,omen,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Bind,sova,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Bind,fade,50%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Bind,tejo,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Bind,jett,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Bind,skye,50%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Bind,breach,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Bind,brimstone,50%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Bind,chamber,50%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Bind,kayo,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Bind,neon,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Bind,cypher,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Bind,raze,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Bind,vyse,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Bind,veto,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Bind,clove,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Bind,sage,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Bind,reyna,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Bind,phoenix,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Bind,killjoy,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Bind,iso,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Bind,harbor,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Bind,gekko,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Bind,deadlock,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Bind,miks,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Breeze,viper,100%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Breeze,astra,100%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Breeze,waylay,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Breeze,yoru,100%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Breeze,omen,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Breeze,sova,100%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Breeze,fade,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Breeze,tejo,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Breeze,jett,50%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Breeze,skye,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Breeze,breach,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Breeze,brimstone,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Breeze,chamber,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Breeze,kayo,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Breeze,neon,50%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Breeze,cypher,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Breeze,raze,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Breeze,vyse,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Breeze,veto,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Breeze,clove,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Breeze,sage,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Breeze,reyna,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Breeze,phoenix,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Breeze,killjoy,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Breeze,iso,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Breeze,harbor,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Breeze,gekko,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Breeze,deadlock,0%
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,Breeze,miks,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,All Maps,viper,80%
VCT 2026: Americas Kickoff,Main Event,Upper Final,All Maps,yoru,60%
VCT 2026: Americas Kickoff,Main Event,Upper Final,All Maps,sova,60%
VCT 2026: Americas Kickoff,Main Event,Upper Final,All Maps,omen,60%
VCT 2026: Americas Kickoff,Main Event,Upper Final,All Maps,fade,40%
VCT 2026: Americas Kickoff,Main Event,Upper Final,All Maps,astra,40%
VCT 2026: Americas Kickoff,Main Event,Upper Final,All Maps,waylay,30%
VCT 2026: Americas Kickoff,Main Event,Upper Final,All Maps,jett,30%
VCT 2026: Americas Kickoff,Main Event,Upper Final,All Maps,brimstone,20%
VCT 2026: Americas Kickoff,Main Event,Upper Final,All Maps,killjoy,20%
VCT 2026: Americas Kickoff,Main Event,Upper Final,All Maps,neon,20%
VCT 2026: Americas Kickoff,Main Event,Upper Final,All Maps,raze,20%
VCT 2026: Americas Kickoff,Main Event,Upper Final,All Maps,kayo,10%
VCT 2026: Americas Kickoff,Main Event,Upper Final,All Maps,tejo,10%
VCT 2026: Americas Kickoff,Main Event,Upper Final,All Maps,deadlock,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,All Maps,skye,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,All Maps,vyse,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,All Maps,veto,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,All Maps,chamber,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,All Maps,phoenix,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,All Maps,sage,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,All Maps,reyna,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,All Maps,cypher,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,All Maps,clove,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,All Maps,breach,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,All Maps,iso,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,All Maps,harbor,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,All Maps,gekko,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,All Maps,miks,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Abyss,viper,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Abyss,yoru,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Abyss,sova,100%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Abyss,omen,100%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Abyss,fade,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Abyss,astra,100%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Abyss,waylay,50%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Abyss,jett,50%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Abyss,brimstone,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Abyss,killjoy,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Abyss,neon,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Abyss,raze,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Abyss,kayo,50%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Abyss,tejo,50%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Abyss,deadlock,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Abyss,skye,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Abyss,vyse,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Abyss,veto,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Abyss,chamber,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Abyss,phoenix,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Abyss,sage,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Abyss,reyna,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Abyss,cypher,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Abyss,clove,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Abyss,breach,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Abyss,iso,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Abyss,harbor,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Abyss,gekko,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Abyss,miks,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Bind,viper,100%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Bind,yoru,100%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Bind,sova,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Bind,omen,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Bind,fade,100%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Bind,astra,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Bind,waylay,50%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Bind,jett,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Bind,brimstone,100%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Bind,killjoy,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Bind,neon,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Bind,raze,50%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Bind,kayo,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Bind,tejo,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Bind,deadlock,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Bind,skye,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Bind,vyse,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Bind,veto,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Bind,chamber,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Bind,phoenix,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Bind,sage,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Bind,reyna,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Bind,cypher,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Bind,clove,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Bind,breach,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Bind,iso,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Bind,harbor,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Bind,gekko,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Bind,miks,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Breeze,viper,100%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Breeze,yoru,100%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Breeze,sova,100%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Breeze,omen,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Breeze,fade,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Breeze,astra,100%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Breeze,waylay,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Breeze,jett,100%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Breeze,brimstone,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Breeze,killjoy,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Breeze,neon,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Breeze,raze,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Breeze,kayo,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Breeze,tejo,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Breeze,deadlock,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Breeze,skye,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Breeze,vyse,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Breeze,veto,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Breeze,chamber,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Breeze,phoenix,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Breeze,sage,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Breeze,reyna,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Breeze,cypher,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Breeze,clove,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Breeze,breach,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Breeze,iso,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Breeze,harbor,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Breeze,gekko,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Breeze,miks,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Haven,viper,100%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Haven,yoru,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Haven,sova,100%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Haven,omen,100%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Haven,fade,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Haven,astra,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Haven,waylay,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Haven,jett,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Haven,brimstone,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Haven,killjoy,100%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Haven,neon,100%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Haven,raze,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Haven,kayo,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Haven,tejo,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Haven,deadlock,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Haven,skye,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Haven,vyse,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Haven,veto,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Haven,chamber,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Haven,phoenix,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Haven,sage,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Haven,reyna,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Haven,cypher,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Haven,clove,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Haven,breach,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Haven,iso,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Haven,harbor,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Haven,gekko,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Haven,miks,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Split,viper,100%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Split,yoru,100%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Split,sova,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Split,omen,100%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Split,fade,100%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Split,astra,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Split,waylay,50%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Split,jett,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Split,brimstone,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Split,killjoy,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Split,neon,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Split,raze,50%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Split,kayo,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Split,tejo,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Split,deadlock,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Split,skye,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Split,vyse,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Split,veto,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Split,chamber,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Split,phoenix,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Split,sage,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Split,reyna,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Split,cypher,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Split,clove,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Split,breach,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Split,iso,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Split,harbor,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Split,gekko,0%
VCT 2026: Americas Kickoff,Main Event,Upper Final,Split,miks,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,All Maps,astra,80%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,All Maps,yoru,65%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,All Maps,sova,50%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,All Maps,waylay,45%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,All Maps,viper,45%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,All Maps,kayo,25%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,All Maps,tejo,25%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,All Maps,fade,25%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,All Maps,chamber,25%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,All Maps,killjoy,25%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,All Maps,neon,20%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,All Maps,brimstone,15%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,All Maps,jett,15%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,All Maps,breach,10%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,All Maps,omen,10%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,All Maps,skye,10%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,All Maps,raze,5%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,All Maps,veto,5%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,All Maps,deadlock,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,All Maps,clove,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,All Maps,vyse,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,All Maps,cypher,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,All Maps,sage,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,All Maps,gekko,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,All Maps,iso,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,All Maps,reyna,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,All Maps,phoenix,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,All Maps,harbor,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,All Maps,miks,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Pearl,astra,100%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Pearl,yoru,63%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Pearl,sova,38%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Pearl,waylay,50%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Pearl,viper,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Pearl,kayo,38%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Pearl,tejo,38%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Pearl,fade,38%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Pearl,chamber,38%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Pearl,killjoy,63%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Pearl,neon,38%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Pearl,brimstone,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Pearl,jett,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Pearl,breach,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Pearl,omen,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Pearl,skye,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Pearl,raze,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Pearl,veto,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Pearl,deadlock,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Pearl,clove,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Pearl,vyse,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Pearl,cypher,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Pearl,sage,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Pearl,gekko,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Pearl,iso,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Pearl,reyna,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Pearl,phoenix,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Pearl,harbor,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Pearl,miks,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Abyss,astra,100%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Abyss,yoru,100%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Abyss,sova,75%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Abyss,waylay,75%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Abyss,viper,25%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Abyss,kayo,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Abyss,tejo,25%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Abyss,fade,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Abyss,chamber,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Abyss,killjoy,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Abyss,neon,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Abyss,brimstone,25%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Abyss,jett,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Abyss,breach,50%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Abyss,omen,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Abyss,skye,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Abyss,raze,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Abyss,veto,25%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Abyss,deadlock,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Abyss,clove,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Abyss,vyse,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Abyss,cypher,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Abyss,sage,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Abyss,gekko,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Abyss,iso,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Abyss,reyna,0%
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Abyss,phoenix,0%
